data_size,pretrained,score
320,no,0.9419991374015808
320,no,0.9406040906906128
320,no,0.9417201280593872
320,no,0.9413365125656128
320,no,0.9417375922203064
320,no,0.9389823079109192
320,no,0.9432547688484192
320,no,0.9437779188156128
320,no,0.9443534016609192
320,no,0.9428885579109192
