data_size,pretrained,score
160,MNIST_512,0.9289129972457886
160,MNIST_512,0.9213699102401733
160,MNIST_512,0.915375828742981
160,MNIST_512,0.9219423532485962
160,MNIST_512,0.9167059659957886
160,MNIST_512,0.9270440340042114
160,MNIST_512,0.9226663708686829
160,MNIST_512,0.924467921257019
160,MNIST_512,0.9208310842514038
160,MNIST_512,0.9246699810028076
