data_size,pretrained,score
320,no,0.9415806531906128
320,no,0.9456438422203064
320,no,0.9398890733718872
320,no,0.9270716905593872
320,no,0.9530203938484192
320,no,0.9488874077796936
320,no,0.9081159234046936
320,no,0.9482421875
320,no,0.9403599500656128
320,no,0.9441092610359192
