data_size,pretrained,score
320,MNIST_512,0.9397730231285095
320,MNIST_512,0.9447737336158752
320,MNIST_512,0.9419955611228943
320,MNIST_512,0.93994140625
320,MNIST_512,0.943510890007019
320,MNIST_512,0.9440497159957886
320,MNIST_512,0.9390321969985962
320,MNIST_512,0.9412378668785095
320,MNIST_512,0.9429215788841248
320,MNIST_512,0.940800130367279
