data_size,pretrained,score
640,MNIST_TINY,0.954345703125
640,MNIST_TINY,0.9547642469406128
640,MNIST_TINY,0.9551653265953064
640,MNIST_TINY,0.9565604329109192
640,MNIST_TINY,0.9560546875
640,MNIST_TINY,0.9565778374671936
640,MNIST_TINY,0.9537528157234192
640,MNIST_TINY,0.9542061686515808
640,MNIST_TINY,0.9551653265953064
640,MNIST_TINY,0.9556536078453064
