data_size,pretrained,score
640,MNIST_512,0.9561244249343872
640,MNIST_512,0.9544154405593872
640,MNIST_512,0.9578857421875
640,MNIST_512,0.954833984375
640,MNIST_512,0.9540492296218872
640,MNIST_512,0.9548688530921936
640,MNIST_512,0.9562639594078064
640,MNIST_512,0.95361328125
640,MNIST_512,0.9581996202468872
640,MNIST_512,0.9545375108718872
