data_size,pretrained,score
640,no,0.9610944390296936
640,no,0.9622105360031128
640,no,0.9561244249343872
640,no,0.9638497233390808
640,no,0.9632743000984192
640,no,0.9613211750984192
640,no,0.9670933485031128
640,no,0.0989292711019516
640,no,0.962158203125
640,no,0.0987200066447258
