data_size,pretrained,score
160,no,0.8921944499015808
160,no,0.9107666015625
160,no,0.9076451063156128
160,no,0.9086216688156128
160,no,0.9011579155921936
160,no,0.9022740125656128
160,no,0.8973737359046936
160,no,0.8984549641609192
160,no,0.9105224609375
160,no,0.9060233235359192
